ApplicationNumber,ApplicationDate,JobRole,LAName,OfficerAuthorised,Theme,ResponseDate,AcceptanceStatus,ODICertificateURL,DGUURL,InventoryURL,LocalCodes,DatasetURL,SchemaURL,GuidanceURL,FrequencyOfPublishing,FOINumberEst, SubmissionComplete,LastLAUpdate,TechReviewStatus,LastTechUpdate,AdminReviewStatus,PaymentAmount,Closed,LastAdminUpdate,ApplicantNotes,AdministrationNotes,TechnicalNotes,LastUpdated
"45","08/07/2014","Housing ICT","Adur District Council","True","Toilets","08/07/2014","Accepted","https://certificates.theodi.org/datasets/23737/certificate#embed-47083","","","","http://data.adur-worthing.gov.uk/datasets/public-toilets/adur-toilets.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","","True","23/12/2014","Accepted","30/12/2014","Accepted","3000.0000","True","14/01/2015","","14/01/2015Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
31/12/2014Written to confirm data set is complete and acceptable. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","30/12/2014Technical review passed.
19/12/2014Technical review not passed, notes sent via email.","14/01/2015"
"47","08/07/2014","Housing ICT","Worthing District Council","True","Toilets","08/07/2014","Accepted","https://certificates.theodi.org/datasets/23742/certificate","","","","http://data.adur-worthing.gov.uk/datasets/public-toilets/worthing-toilets.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","","True","08/01/2015","Accepted","08/01/2015","Accepted","3000.0000","True","15/01/2015","","15/01/2015Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
08/01/2015Written to confirm data set is complete and acceptable. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","30/12/2014Technical review not passed, notes sent via email.
19/12/2014Technical review not passed, notes sent via email.","15/01/2015"
"132","24/07/2014","Manages Licensing Team","Harlow District Council","True","Premises","24/07/2014","Accepted","https://certificates.theodi.org/datasets/23836/certificate","","","","http://www.harlow.gov.uk/sites/harlow.gov.uk/files/produce%20csv%20file%20for%20lga_2015_01_30.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Quarterly","3","True","30/01/2015","Accepted","30/01/2015","Accepted","2000.0000","True","10/02/2015","22/01/2015Dataset includes the UPRN derived from Ordnance Survey data. Harlow Council are using this as per OS licensing restrictions under a PSMA end user licence (http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html).","10/02/2015Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
30/01/2015 Written to confirm data set is complete and acceptable.","29/01/2015Not passed technical review, notes sent by email.
23/01/2015Not passed technical review, notes sent by email.
08/01/2015Not passed technical review, notes sent by email.","10/02/2015"
"142","28/07/2014","Licensing Officer","Mansfield District Council","True","Premises","16/01/2015","Withdrawn","","","","","","http://schemas.opendata.esd.org.uk/PremisesLicences","","","","False","","Not started","","Not started","","False","","","16/01/2015 Council has advised by phone its wish to withdraw participation from the scheme for this data theme. They do not wish to be included.","","16/01/2015"
"280","30/01/2015","Research and Intelligence Officer","Wakefield Metropolitan District Council","True","Premises","30/01/2015","Accepted","https://certificates.theodi.org/datasets/24130/certificates/47552","http://data.gov.uk/dataset/wakefield-premises-licences","","","http://observatory.wakefield.gov.uk/IAS/Custom/Resources/premises-licences3.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Annually","","True","18/02/2015","Accepted","18/02/2015","Accepted","2000.0000","True","18/02/2015","","18/02/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
18/02/2015 Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","18/02/2015Passed technical review
18/02/2015Not passed technical review, notes sent by email.
13/02/2015Not passed technical review, notes sent by email.","18/02/2015"
"256","17/11/2014","Research and Intelligence Officer","Wakefield Metropolitan District Council","True","Toilets","06/01/2015","Accepted","https://certificates.theodi.org/datasets/23875/certificate","","","","http://observatory.wakefield.gov.uk/IAS/Custom/Resources/public-toilets2.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","1","True","12/01/2015","Accepted","12/01/2015","Accepted","2000.0000","True","16/01/2015","12/01/2015Mis-spelled Dataset URL - should read http://observatory.wakefield.gov.uk/IAS/Custom/Resources/public-toilets.csv","16/01/2015Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
12/01/2015Written to confirm data set is complete and acceptable. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
06/01/2015 Funding has now become available due to withdrawal by other participants. This means that this appliaction is now approved and can move to stage 3 - data submission
06/01/2015Grant slot available.
17/11/2014Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw.","12/01/2015Not passed technical review, notes sent by email.","16/01/2015"
"195","11/08/2014","GIS Officer","Aylesbury Vale District Council","True","Planning","27/02/2015","Withdrawn","","","","","","http://schemas.opendata.esd.org.uk/PlanningApplications","","","","False","","Not started","","Not started","","False","","","27/02/2015 Programme Manager requested withdrawal if this data theme from the scheme due to no progress being made in its delivery and the scheme timetable fast coming to and end.","","27/02/2015"
"196","11/08/2014","GIS Officer","Aylesbury Vale District Council","True","Premises","10/02/2015","Withdrawn","","","","","","http://schemas.opendata.esd.org.uk/PremisesLicences","","","","False","","Not started","","Not started","","False","","","10/02/2015Council has advised by email that it wishes to withdraw participation from the scheme for this data theme. It has not got the time and manpower resources to deliver by end March after 9 months in the scheme.","","10/02/2015"
"197","11/08/2014","GIS Officer","Aylesbury Vale District Council","True","Toilets","10/02/2015","Withdrawn","","","","","","http://schemas.opendata.esd.org.uk/PublicToilets","","","","False","","Not started","","Not started","","False","","","10/02/2015Council has advised by email that it wishes to withdraw participation from the scheme for this data theme. It has not got the time and manpower resources to deliver by end March after 9 months in the scheme.","","10/02/2015"
"7","02/07/2014","Information Governance Manager","London Borough of Brent","True","Planning","02/07/2014","Accepted","https://certificates.theodi.org/datasets/2758/certificates/35024","","","","http://brent.gov.uk/media/10196392/Brent_Planning_04112014.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Annually","","True","04/11/2014","Accepted","05/11/2014","Accepted","2000.0000","True","06/11/2014","17/10/2014Coordinates and UPRN removed due to licensing concerns.","06/11/2014BACS payment process initiated as council has completed its obligations successfully
05/11/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","05/11/2014Passed technical review.
03/11/2014Not passed. Notes sent by email.
22/10/2014Not passed. Notes sent by email.
13/10/2014Not passed. Notes sent by email.
04/10/2014Not passed. Notes sent by email.","06/11/2014"
"8","02/07/2014","Information Governance Manager","London Borough of Brent","True","Premises","02/07/2014","Accepted","https://certificates.theodi.org/datasets/2758/certificates/15172","","","","http://brent.gov.uk/media/10211805/Brent_PremisesLicensing_Extract_V3.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Annually","","True","16/10/2014","Accepted","17/10/2014","Accepted","2000.0000","True","06/11/2014","16/10/2014UPRN not provided due to incompatibility between INSPIRE end user licence and open data certificates","06/11/2014BACS payment process initiated as council has completed its obligations successfully
17/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","17/10/2014Passed technical review.
15/10/2014Not passed technical review, notes sent by email.
13/10/2014Not passed technical review, notes sent by email.","06/11/2014"
"9","02/07/2014","Information Governance Manager","London Borough of Brent","True","Toilets","02/07/2014","Accepted","https://certificates.theodi.org/datasets/2402/certificates/14721","","","","http://www.brent.gov.uk/media/9696458/public_toilets_brent_v3.csv","http://schemas.opendata.esd.org.uk/PublicToilets","http://www.brent.gov.uk/services-for-residents/transport-and-streets/public-toilets/","Annually","0","True","29/08/2014","Accepted","29/08/2014","Accepted","3000.0000","True","06/11/2014","","06/11/2014BACS payment process initiated as council has completed its obligations successfully
29/08/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","28/08/2014Not passed technical review. Notes sent by email.
20/08/2014Does not completely comply with schema. We've sent comments via email so that you can check and resubmit.","06/11/2014"
"143","29/07/2014","GIS Manager","Rushmoor Borough Council","True","Planning","29/07/2014","Accepted","https://certificates.theodi.org/datasets/2688/certificates/15079","http://data.gov.uk/dataset/rushmoor-planning-data","","","http://data.rushmoor.gov.uk/Datasets/Open/RushmoorPlanningDataNoSpatial.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Daily or more frequently","1","True","15/10/2014","Accepted","17/10/2014","Accepted","2000.0000","True","23/10/2014","17/10/2014XY coordinates left out due to OS licensing restrictions for open data. Data with coordinates can be found on the Rushmoor Data.gov.uk pages (a 3rd party licence agreement applies to these)","23/10/2014Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
17/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","15/10/2014Not passed technical review, comments sent through by email.
09/10/2014One more change to make. Comments sent via email.
06/10/2014Not passed technical review, comments sent through by email.
30/09/2014Not passed technical review, comments sent through by email.","23/10/2014"
"144","29/07/2014","GIS Manager","Rushmoor Borough Council","True","Premises","29/07/2014","Accepted","https://certificates.theodi.org/datasets/2693/certificates/15085","http://data.gov.uk/dataset/rushmoor-licensing-data","","","http://data.rushmoor.gov.uk/Datasets/Open/RushmoorLicensingDataNoSpatial.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Daily or more frequently","1","True","17/10/2014","Accepted","17/10/2014","Accepted","2000.0000","True","23/10/2014","17/10/2014XY coordinates left out due to OS licensing restrictions for open data. Data with coordinates can be found on the Rushmoor Data.gov.uk pages (a 3rd party licence agreement applies to these)
13/10/2014Couldn't find a LicenceStartDate not populated where 'StatusLabel' is 'Approved'","23/10/2014Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
17/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","15/10/2014Not passed technical review. Notes sent by email.
06/10/2014Not passed technical review. Notes sent by email.
03/10/2014Internal ref. 121387.
30/09/2014Not passed technical review, comments sent through by email.","23/10/2014"
"145","29/07/2014","GIS Manager","Rushmoor Borough Council","True","Toilets","29/07/2014","Accepted","https://certificates.theodi.org/datasets/2697/certificates/15089","http://data.gov.uk/dataset/rushmoor-public-toilet-data","","","http://data.rushmoor.gov.uk/Datasets/Open/RushmoorPublicToiletDataNoUPRN.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","1","True","01/10/2014","Accepted","01/10/2014","Accepted","3000.0000","True","23/10/2014","","23/10/2014Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
01/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","01/10/2014Not passed technical review, comments sent through by email.
30/09/2014Not passed technical review, comments sent through by email.","23/10/2014"
"65","14/07/2014","GIS & Business Analyst","Mole Valley District Council","True","Planning","14/07/2014","Accepted","https://certificates.theodi.org/datasets/2374/certificates/14685","http://data.gov.uk/dataset/current-and-last-100-days-of-planning-applications-in-mole-valley-surrey","","False","http://maps.molevalley.gov.uk/GetData.aspx?type=data&ds=planning_hub_feed_trim&requesttype=xsl&xsl=xml%5CatCSVdatatable.xsl","http://schemas.opendata.esd.org.uk/PlanningApplications","http://schemas.opendata.esd.org.uk/PlanningApplications","Daily or more frequently","","True","14/10/2014","Accepted","15/10/2014","Accepted","2000.0000","True","15/10/2014","14/10/2014GeoX, GeoY and UPRN embellished feed available here: 
http://maps.molevalley.gov.uk/GetData.aspx?type=data&ds=planning_hub_feed&requesttype=xsl&xsl=xml%5CatCSVdatatable.xsl
03/10/2014Forgot link to our inventory:
http://www.molevalley.gov.uk/index.cfm?articleid=15134","15/10/2014Authorised BACS payment of the incentive grant as the council has successfully published this data theme in accordance with the rules and requirements
15/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","15/10/2014Spreadsheet is valid - should be ready to pass once user has replied to Geo columns query.
09/10/2014Notes sent via email.
06/10/2014Notes sent via email.
04/10/2014Notes sent via email.","15/10/2014"
"66","14/07/2014","GIS & Business Analyst","Mole Valley District Council","True","Toilets","14/07/2014","Accepted","https://certificates.theodi.org/datasets/2716/certificates/15122","http://data.gov.uk/dataset/public-toilets-in-mole-valley-surrey","","","http://maps.molevalley.gov.uk/GetData.aspx?type=data&ds=soc_public_toilets&requesttype=xsl&xsl=xml%5CatCSVDatatable.xsl","http://schemas.opendata.esd.org.uk/PublicToilets","http://schemas.opendata.esd.org.uk/PublicToilets","Annually","","True","07/10/2014","Accepted","08/10/2014","Accepted","2000.0000","True","15/10/2014","03/10/2014Forgot link to our inventory:  http://www.molevalley.gov.uk/index.cfm?articleid=15134
03/10/2014DGU link for dataset now: http://data.gov.uk/dataset/public-toilets-in-mole-valley-surrey","15/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
09/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","08/10/2014Passed technical review.
06/10/2014Notes sent via email.
04/10/2014Notes sent via email.","15/10/2014"
"114","22/07/2014","Property Information Manager","Barrow-in-Furness Borough Council","True","Planning","22/07/2014","Accepted","https://certificates.theodi.org/datasets/2256/certificates/14553","http://data.gov.uk/dataset/planning-applications-barrow","","","https://webgis1.barrowbc.gov.uk/transparency/openplanningapplications.jsp","http://schemas.opendata.esd.org.uk/PlanningApplications","","Monthly","","True","05/08/2014","Accepted","05/08/2014","Accepted","2000.0000","True","20/08/2014","04/08/2014Coordinates and UPRN not provided due to incompatibility between INSPIRE end user licence and open data certificates
04/08/2014No co-ordinates or uprns are included in this data set due to incompatibility between open data certificates and OS INSPIRE end user licence.","20/08/2014Payment of grant transfer by BACS has been requested
06/08/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be made in the batch of 3 submissions when completed and expect a delay until early September 2014 before payments are made.","05/08/2014Passed technical review. We note that northing and easting values are available subject to licence requirements.
04/08/2014Not passed technical review. An email has been sent containing comments.
04/08/2014Not passed technical review. An email has been sent containing comments.","20/08/2014"
"116","22/07/2014","Property Information Manager","Barrow-in-Furness Borough Council","True","Premises","22/07/2014","Accepted","https://certificates.theodi.org/datasets/2362/certificates/14672","http://data.gov.uk/dataset/premises-licences-barrow","","","https://webgis1.barrowbc.gov.uk/opendata/LicencedPremisesOpen2014.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Annually","","True","14/08/2014","Accepted","14/08/2014","Accepted","2000.0000","True","20/08/2014","13/08/2014No UPRNS have been included due to incompatability between ODI certificate and INPSIRE end user licence.","20/08/2014Payment of grant transfer by BACS has been requested
14/08/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be made in the batch of 3 submissions when completed and expect a delay until early September 2014 before payments are made.","14/08/2014Passed technical review. We note opening hours does not match recommended syntax, but this is not mandatory.
13/08/2014Not passed technical review. An email has been sent containing comments.","20/08/2014"
"115","22/07/2014","Property Information Manager","Barrow-in-Furness Borough Council","True","Toilets","22/07/2014","Accepted","https://certificates.theodi.org/datasets/2220/certificates/14513","http://data.gov.uk/dataset/public-conveniences","","","https://webgis1.barrowbc.gov.uk/OpenData/PublicConveniences2014.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","","True","29/07/2014","Accepted","30/07/2014","Accepted","3000.0000","True","20/08/2014","","20/08/2014Payment of grant transfer by BACS has been requested
30/07/2014Written to confirm data set is complete and acceptable. Forewarned that grant will be made in the batch of 3 submissions when completed and expect a delay until early September 2014 before payments are made.","30/07/2014Passed technical review","20/08/2014"
"182","04/08/2014","Information Governance Manager","Northumberland Council","True","Planning","04/08/2014","Accepted","https://certificates.theodi.org/datasets/2290/certificates/14588","","","","http://opendata.northumberland.gov.uk/PlanningApplications/PlanningApplications.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Daily or more frequently","","True","07/08/2014","Accepted","08/08/2014","Accepted","2000.0000","True","25/03/2015","07/08/2014 Removed UPRN, until licensing is clearer
07/08/2014Removed XYs for now, how do we go about obtaining an additional licence?","25/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
08/08/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be made in the batch of 3 submissions when completed and expect a delay until early September 2014 before payments are made.","08/08/2014Passed technical review
07/08/2014Not passed technical review. An email has been sent containing comments.","25/03/2015"
"183","04/08/2014","Information Governance Manager","Northumberland Council","True","Premises","04/08/2014","Accepted","https://certificates.theodi.org/datasets/2290/certificate","http://data.gov.uk/dataset/licenced-premises-northumberland","","","http://opendata.northumberland.gov.uk/static/datasets/licenced-premises/licenced-premises.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Annually","","True","24/03/2015","Accepted","24/03/2015","Accepted","2000.0000","True","25/03/2015","","25/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
24/03/2015Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
23/03/2015Following an appeal, a couple of extra days have been offered to achieve hopeful result
23/03/2015This data theme withdrawn by Programme Manager. Scheme entering its final week and time has run out to review and complete all necessary actions.","24/03/2015Technical review passed.
23/03/2015Not passed technical review, notes sent by email.
23/03/2015Not passed technical review, notes sent by email.
05/03/2015Not passed technical review, notes sent by email.","25/03/2015"
"184","04/08/2014","Information Governance Manager","Northumberland Council","True","Toilets","04/08/2014","Accepted","https://certificates.theodi.org/datasets/2301/certificates/14602","","","","http://opendata.northumberland.gov.uk/PublicToilets/PublicToilets.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Daily or more frequently","","True","14/08/2014","Accepted","15/08/2014","Accepted","3000.0000","True","25/03/2015","14/08/2014Now removed all closed Public toilets
07/08/2014UPRNs are removed but could be included very easily","25/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
15/08/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be made in the batch of 3 submissions when completed and expect a delay until early September 2014 before payments are made.
","15/08/2014Passed technical review.
14/08/2014Not passed technical review. An email has been sent containing comments.
08/08/2014Not passed technical review. An email has been sent containing comments.","25/03/2015"
"95","17/07/2014","Information Governance Manager","Warrington Borough Council","True","Planning","17/07/2014","Accepted","https://certificates.theodi.org/datasets/24157/certificates/47586","http://data.gov.uk/dataset/warrington-borough-council-planning-applications","","","http://www.warrington.gov.uk/download/downloads/id/8302/planning_applications_-_2014","http://schemas.opendata.esd.org.uk/PlanningApplications","","Annually","","True","11/03/2015","Accepted","11/03/2015","Accepted","2000.0000","True","23/03/2015","11/03/2015Modifications made as per email recommendation and revised version now published
04/03/2015Feedback has been reviewed and modifications made. There is currently no Geo X or Y data as we are determining the licence for release","23/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
11/03/2015 Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","11/03/2015Technical review passed.
05/03/2015Not passed technical review, notes provided by email.
20/02/2015Not passed technical review, notes provided by email.","23/03/2015"
"96","17/07/2014","Information Governance Manager","Warrington Borough Council","True","Premises","17/07/2014","Accepted","https://certificates.theodi.org/datasets/24255/certificate","http://data.gov.uk/dataset/warrington-borough-council-premises-licences","","","http://www.warrington.gov.uk/download/downloads/id/8487/open_data_-_premises_license_2014","http://schemas.opendata.esd.org.uk/PremisesLicences","","Annually","","True","20/03/2015","Accepted","20/03/2015","Accepted","2000.0000","True","23/03/2015","20/03/2015Amendments made
19/03/2015Changes made in line with the last recommendations so that the LicenceStartDate is now entered
12/03/2015Modifications completed as per email recommendation","23/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
20/03/2015Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","20/03/2015Spreadsheet passed review, reverted to tweak URL.
20/03/2015Not passed technical review, notes sent by email.
12/03/2015Not passed technical review, notes sent by email.
06/03/2015Not passed technical review, notes sent by email.","23/03/2015"
"97","17/07/2014","Information Governance Manager","Warrington Borough Council","True","Toilets","17/07/2014","Accepted","https://certificates.theodi.org/datasets/2680/certificates/15071","http://data.gov.uk/dataset/warrington-borough-council-public-conveniences","","","http://www.warrington.gov.uk/download/downloads/id/7730/september_2014_-_public_toilets","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","","True","02/10/2014","Accepted","03/10/2014","Accepted","3000.0000","True","23/03/2015","","23/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
03/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","01/10/2014Not passed technical review, notes sent by email.
29/09/2014Not passed technical review, notes sent by email.","23/03/2015"
"101","18/07/2014","Analyst/Programmer","Torbay Council","True","Planning","18/07/2014","Accepted","https://certificates.theodi.org/datasets/2844/certificates/15279","","","","http://www.torbay.gov.uk/Gis/OpenData/Data/PlanningApplicationsOpenData.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Annually","39","True","09/01/2015","Accepted","12/01/2015","Accepted","2000.0000","True","13/01/2015","09/01/2015GeoX and GeoY coordinates have not been included in the dataset. This is due to the coordinates been derived from OS Data under the PSMA Licence. The PSMA Licence does not meet the requirements of the open licence and therefore the ODI certificate.","13/01/2015Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
12/01/2015Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.

","07/01/2015Technical review not passed. Notes sent via email
13/11/2014Technical review not passed. Notes sent via email.","13/01/2015"
"102","18/07/2014","Analyst/Programmer","Torbay Council","True","Premises","18/07/2014","Accepted","https://certificates.theodi.org/datasets/2821/certificates/15253","","","","http://www.torbay.gov.uk/Gis/OpenData/Data/PremisesLicensesOpenData.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Annually","11","True","10/12/2014","Accepted","11/12/2014","Accepted","2000.0000","True","13/01/2015","","13/01/2015Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
11/12/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","11/12/2014Technical review passed.
13/11/2014Technical review not passed. Notes sent via email.","13/01/2015"
"103","18/07/2014","Analyst/Programmer","Torbay Council","True","Toilets","18/07/2014","Accepted","https://certificates.theodi.org/datasets/2775/certificates/15192","","","","http://www.torbay.gov.uk/Gis/OpenData/Data/PublicToiletsOpenData.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","3","True","14/10/2014","Accepted","15/10/2014","Accepted","3000.0000","True","13/01/2015","14/10/2014OrganisationLabel changed to 'Torbay'","13/01/2015Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
15/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","13/10/2014Not passed, notes sent by email.","13/01/2015"
"272","08/01/2015","Senior Corporate GIS officer","Gateshead Metropolitan Borough Council","True","Planning","29/01/2015","Withdrawn","","","","","","http://schemas.opendata.esd.org.uk/PlanningApplications","","","","False","","Not started","","Not started","","False","","","08/01/2015Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw","","29/01/2015"
"273","08/01/2015","Senior Corporate GIS officer","Gateshead Metropolitan Borough Council","True","Premises","29/01/2015","Withdrawn","","","","","","http://schemas.opendata.esd.org.uk/PremisesLicences","","","","False","","Not started","","Not started","","False","","","08/01/2015Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw","","29/01/2015"
"274","08/01/2015","Senior Corporate GIS officer","Gateshead Metropolitan Borough Council","True","Toilets","20/01/2015","Accepted","https://certificates.theodi.org/datasets/24159/certificate","http://data.gov.uk/dataset/publicconveniences1","","","http://gis2.gateshead.gov.uk/gatesheadmaps/lgaincentive/PublicToilets.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","1","True","26/02/2015","Accepted","27/02/2015","Accepted","2000.0000","True","02/03/2015","","02/03/2015Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
27/02/2015Written to confirm data set is complete and acceptable.  Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
20/01/2015Funding has now become available due to withdrawal by other participants. This means that this appliaction is now approved and can move to stage 3 - data submission
08/01/2015Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw","20/02/2015Not passed technical review, notes sent by email.","02/03/2015"
"186","07/08/2014","GIS Specialist","York City Council","True","Planning","07/08/2014","Accepted","https://certificates.theodi.org/datasets/23828/certificate","http://data.gov.uk/dataset/york-planning-applications","","","http://data.cyc.opendata.arcgis.com/datasets/beb3caebd516464d93c14ccfe0448273_5.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Annually","","True","22/01/2015","Accepted","22/01/2015","Accepted","2000.0000","True","18/02/2015","22/01/2015The GeoX, GeoY and UPRN fields have been cleared due to Ordnance Survey licensing restrictions
21/01/2015A slight problem with the ArcGIS Open Data portal. Please try again
20/01/2015reset GeoX/GeoY as NULL
no duplicate CaseReferences detected
14/01/2015removed duplicates (error with ArcGIS Open Data portal) and removed date values where the end date was before the start date
07/01/2015OS OpenData licence - ‘Generic’ streamlined derived data exemption","18/02/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
22/01/2015Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Explained also that (due to a server setup problem in Yotk, the CSV link works on Internet Explorer but not Chrome, apparently because IE is more tolerant of this issue.  Asked for this to be reviewed in the event that users are restricted from easy access to the open data.   Explained that the grant will be paid in a single payment once all themes as promised by the authority have been completed.","22/01/2015Technical review passed.
22/01/2015Not passed technical review, notes sent by email
22/01/2015Dataset URL not working - ""Duplicate headers received from the server.""
21/01/2015Incorrect dataset provided.
19/01/2015Not passed technical review, notes sent by email
15/01/2015Spreadsheet passed, waiting to hear about licence terms.
08/01/2015Not passed technical review, notes sent by email.
02/01/2015Not passed technical review, notes sent by email.","18/02/2015"
